aum,sharpe,cagr,total_impact_cost,impact_cost_pct_of_aum,net_pnl,aum_musd
1000000.0,0.5619880289415956,0.007253780887507277,2979.100363011251,0.002979100363011251,12990.073745538364,1.0
2000000.0,0.5119592585961062,0.006559011323401753,8426.168274082243,0.004213084137041122,23485.372795046773,2.0
3000000.0,0.47296387744525487,0.006026147298654472,15479.859568747117,0.0051599531895823725,32359.326217575464,3.0
5000000.0,0.41013423110624575,0.005181594262368083,33307.35461743729,0.006661470923487458,46358.37637730222,5.0
10000000.0,0.29195301130438,0.003631027212230853,94207.42525349988,0.009420742525349989,64932.239996375516,10.0
25000000.0,0.05073840746686533,0.0005599753609639713,372387.5453764064,0.014895501815056255,25004.399339135736,25.0
50000000.0,-0.22207746577558035,-0.0028923066094163064,1053271.0342602804,0.02106542068520561,-257948.1703555882,50.0
100000000.0,-0.5854690010558457,-0.007758832805082494,2979100.363011251,0.02979100363011251,-1381280.3337614983,100.0
